,0,1
0,0.5244826712176827,0.8982586416528928
1,0.03544735184075801,0.08465440469914814
2,0.08056657163160945,0.07818255917096353
3,0.5078601956566805,0.5095813316352534
4,0.1493628347477004,0.15195441138477686
5,0.07042905538836909,0.07806188546363413
6,0.03424786565738697,0.5140460206664115
7,0.14861870879741396,0.14942831334748807
8,0.06252334474446804,0.06904240026080631
9,0.020659429606033352,0.03684293144024748
10,0.08912616937408989,0.1527187175871024
11,0.05821936731690908,0.060985308920909906
12,0.024707489774862392,0.023081589172380387
13,0.07058056622405777,0.09631341969880132
14,0.0577647118857584,0.0600431643372935
15,0.22033150333762175,0.2638207920655768
16,0.09764203836637554,0.08709009354626118
17,0.07661860985809302,0.05744963811278323
18,0.3059601488122568,0.4507694312947044
19,0.04854755452179616,0.08252005222963812
20,0.0838334190135484,0.08498204736740883
21,0.49961076742017474,0.5625493403279553
22,0.054764111612210835,0.05369140938684802
23,0.07754265605623333,0.07844796319378172
24,0.0,0.0
25,0.09167260792373257,0.10179448600993356
26,0.05128629700241894,0.04999821005958011
27,0.0,0.0
28,0.0040945866143625885,0.007046044711369019
29,0.04407613880325255,0.0514408564878589
30,0.0,0.0
31,0.015605815913389344,0.0056281056238402195
32,0.04348182197678614,0.04284560026491794
33,0.0,0.0
34,0.03469174131021197,0.019011089501413565
35,0.042993798533899986,0.03464023075974722
36,0.0,0.0
37,0.037627159177086145,0.0607053607717079
38,0.03865577906937533,0.04773903437485951
39,0.0,0.13353300574106347
40,0.06144271574316917,0.005721876463701807
41,0.0449263971730397,0.060582797135838716
42,0.04974918496005928,0.4725981498416726
43,0.2556364508855916,0.12129208972761209
44,0.003248418287599842,0.028036722842816428
45,0.0,0.6552200788501954
46,-0.0039009989695377445,0.09461613013999735
47,0.06723353844883853,0.0508237655129867
48,0.0,0.0
49,-0.014357278160868124,-0.020139983521688543
50,-0.4,-0.010692645062537868
51,0.0,0.0
52,-0.18723832044142402,-1.2116480735629223e-05
53,-0.160865445169988,-0.200330829097224
54,0.0,0.0
55,0.0,0.0
56,0.0,-0.0034877185587787194
57,0.0,0.0
58,0.0,0.0
59,0.0,0.0
60,0.0,0.0
61,0.0,0.0
62,0.0,0.0
63,0.0,0.0
64,0.0,0.0
65,-0.09042845054206725,0.0
66,0.0,0.0
67,0.0003400088310690812,0.0
68,0.0,0.0
69,0.0,0.0
70,-0.021403015261362807,-0.16455357017432554
71,0.0,-0.4
72,0.0,0.0
73,0.004903390205253274,-0.09582243083705214
74,-0.025058542939046264,-0.05091919869800965
75,0.0,0.0
76,0.007147708254350897,-0.10029141533758233
77,0.022676442886513198,-0.49636126091092236
78,0.0,0.0
79,0.0178227718342945,-0.7353650257165036
80,-0.03506541140170975,-0.9430310534564736
81,0.0,0.0
82,0.024511607089645282,0.017408038007901853
83,0.02918641705389246,-0.04863656100431999
84,0.0,0.0
85,0.0,0.0
86,0.026900267974517656,0.015995328497709408
87,0.0,0.03328688715333252
88,0.0,0.0
89,0.01401713247104866,-0.11748831062644412
90,0.0,0.0
91,0.0,0.0
92,-0.327480532960633,-0.2019242883184707
93,0.0,0.0
94,-0.3311697563519261,-0.04032534436780254
95,0.02765620785041029,-0.4
96,0.5309666846379789,0.0
97,0.1888983986789174,0.06520175793925392
98,0.13936046567536475,0.07844299286494014
99,0.2851751133135225,0.43309077307686783
100,0.3175751686334164,0.19477207308373168
101,0.03511580097087211,0.06214535550754327
102,0.0,0.17030307112364984
103,0.12488934316312053,0.04807152889369974
104,0.02459603895003204,0.034428945898701074
105,0.0,0.0
106,0.05375182676488407,0.069543442030233
107,0.05392438331228754,0.052720394801672364
108,0.0,0.0
109,0.03457646094513078,0.014333763767920216
110,0.04398000706666902,0.04399001837061498
111,0.0,0.0
112,-0.04095312623430573,0.003649164137877658
113,0.0592915312138289,0.055589384460449795
114,0.0,0.0
115,0.0019061146975561647,0.0005763608408746882
116,0.06256637024096087,0.07035379385510278
117,0.0,0.0
118,0.05857811755068771,0.07298477722141357
119,0.074770626863577,0.07888209446825384
120,0.0,0.0
121,0.0,0.0
122,0.0,0.0
123,0.0,0.0
124,0.0,0.0
125,0.0,0.0
126,0.0,0.0
127,0.0,0.0
128,0.0,0.0
129,0.0,0.0
130,0.0,0.0
131,0.0,0.0
132,0.0,0.0
133,0.0,0.0
134,0.0,0.0
135,0.0,0.0
136,0.0,0.0
137,0.0,0.0
138,0.0,0.0
139,0.0,0.0
140,0.0,0.0
141,0.0,0.0
142,0.0,0.0
143,0.0,0.0
144,0.0,0.0
145,-0.08226928897801603,-1.0867384432970644
146,-0.46833711254479804,-1.0545370630507405
